id,latitude,longitude,name,est_bike_slots
45dbb0009135e465f49f054517cbe74d,43.259125842121065,-79.87721174955368,hess at king,12
cd881edad122a75c57d94b381cdfc6c0,43.269288276229105,-79.87132698297499,bayfront park,32
024a3edf037cb411d16acc08a7fcb954,43.26785864558976,-79.8679232597351,bay at strachan,25
b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,bay at mulberry,13
20dc109608315db09a8332d6e6940c75,43.2561324863605,-79.8744987564414,city hall,16
a386509756e2c2e15483eaaf344fb412,43.2538302267771,-79.8753935613187,bay at bold,12
3527ca2c4e22a011c0615126afce23d5,43.2496354495324,-79.8720555723035,james s at charlton,11
337f37f6d8b9db34372c0cfe1a7d2595,43.26456372689135,-79.8777937889099,oxford at york,10
8bd4d92cf10d53a1b69805e875ca2001,43.2618861338306,-79.877606006297,queen at peter,12
95c24984959b304fdb8bb3ab251810e9,43.257877862291,-79.8561337635964,west at cannon,13
2a91db522d9c3f209772a8f35b8ee4e1,43.26271404114188,-79.91580605506897,forsyth at sterling,35
1846562b60f9d9469c055fed1d84898e,43.25112644429895,-79.82740849256516,gage at cannon - eri11,9
630c0983a0b38edfc8772e7b45c8dab1,43.2540651616154,-79.8819466027797,h.a.a.a. park,10
f5019394e945492c7644ad38a0db33ce,43.255383107655966,-79.87889617681503,hunter at hess,16
39c08c3439e8b49ff26c7d7d9dfe6ed1,43.24943274108067,-79.8388883471489,dunsmure at sherman - eri10,9
18ed716ef5002294aaa2ff40b3fd8921,43.24634382646498,-79.82685998082161,king at dunsmure - eri09,9
91fa730ae5a6c44945e897d27119a5f2,43.2628018805713,-79.8827367298478,locke at napier,12
5abbf86662e318c18e2e8eb448f2e5c8,43.2659146108256,-79.8819495909127,york at inchbury,12
17dcbb977faa236652d5f039ee54eab5,43.2488085584277,-79.8836993988543,aberdeen at queen,13
dff4dd3a682e5fd806a7004a34f166e4,43.26240933566922,-79.88798081874847,king at dundurn,10
34e98e408d0478448d774f24fbb9105a,43.25966301112219,-79.8892092704773,main at dundurn,11
d6c7c14e47cd30a743d379e7e544f2f2,43.2548127612063,-79.8909067737901,dundurn st s,12
5fd1db2bc0ce16dcc7c983c80fb8ff34,43.262460120020584,-79.92224670946598,mcmaster mary keyes,13
d87ad3e6e7e39c8680e5da273289126a,43.26053126154136,-79.91824820637703,mcmaster health sciences,31
d933c4e54010753b1c85727ba6e203a2,43.2599690032886,-79.922358671032,mcmaster arthur bourns,14
4bc9ff88b1ceaa64a384fa9731ae8d01,43.258038792898375,-79.91978779435158,mcmaster emerson,20
dd521d8e002ed058f01ea5c1d6a899d7,43.2662112220324,-79.8993094512,longwood at edgevale,13
ef31eb281843d11149a891269f438331,43.2630174571678,-79.9009418422827,longwood at king,9
4f4fb284d16149957dda0b5ea3fb8a61,43.2460802627748,-79.90823779724,chedoke stairs,11
bd96d779c3e3b836ca90e548eee888a1,43.25656885270854,-79.9011692404747,mcmaster innovation park,17
7c7c2a29076e490b95bc735fbcaed460,43.2621672804245,-79.8964982026467,macklin at king,14
99ec29f3c8fe3433ed45611988e8ca4d,43.251458458948996,-79.89265590906143,dundurn at aberdeen,24
1fcd421afe5b8dcde4553554201a7ed2,43.2465214141618,-79.8947787566411,dundurn stairs,10
6690c346b37fcd1b741875064926638a,43.26547419149645,-79.94765996932983,cootes drive dundas,1
8601b4c3dfc470daf8d5e63b28b20e7f,43.2729912871819,-79.8945270389426,princess point,11
ec51bdbd1936f333b917f2154087c814,43.25650634283747,-79.88345324993132,pearl street bridge,12
8d388d807755c747375a2b7c4b18eada,43.2546745875963,-79.9208028150996,rail trail at emerson,16
da7a560ed681555928a1d108bc3caab8,43.26201477888108,-79.90508794784544,westdale village,18
6f17e8701f57d4460774045411bcec7e,43.262715994377196,-79.90359663963316,westdale library,8
77030d658ee4dd5f9ad7a741fe3cdd79,43.2521423210113,-79.9222158171462,emerson at whitney,14
133e6840636162eef8f7c0e877071607,43.2622271626907,-79.9133658840373,sterling at whitton,11
3736ced2decabcac22ddf364fe1d5407,43.26202552179778,-79.91026729345322,sterling at haddon,13
a7f3ee3b05806c3e979202c0590d5179,43.2599031676959,-79.9264810904732,sanders at hollywood,12
df7262645c8624531b1a34cf39c89771,43.2605367847852,-79.9092948353051,king at cline,12
b23eb87ed716fb2e4f127b9b893f29bc,43.2535916384655,-79.9166152756283,rail trail at stroud,12
2b42c682f103d65f546555b599e8cf52,43.2585671813327,-79.90785866975784,main at columbia college,12
3a13a5c31c7483e54a8c71af5a9b0668,43.26595632543361,-79.95375394821166,king street dundas,2
dd00194c26112252a0123c2889671ae0,43.25343546641674,-79.86948698759079,hunter go centre,16
e3f950c764985f5663487f33c961e47d,43.2515957745917,-79.8749090863127,park at robinson,9
4f8e0eeb6b9c0a79a192d73ec6cfc98f,43.25802547698811,-79.91383865476678,main at dalewood,9
ad7d9eea49ccec4ac431465d5b6bc8a4,43.254529435061336,-79.86718028783798,john at main,13
8c7e7edf96c59d7ec1d5abb24432e779,43.25161474646046,-79.83134329318999,stadium,30
43cf0e9fa1672920ce236fc613eee2e3,43.2572539435115,-79.9342255404988,osler at main,12
cda78e5631d14cf607d59cc92cc6d424,43.25205234935895,-79.93979036808014,main at whitney,10
972059c18777939b2148f40fab59bb18,43.2595496051254,-79.9426434441838,osler at grant,12
46899650a9b5b0cfe2542ac52e9b7bec,43.26044140942891,-79.83437284827232,270 sherman,9
50abdb177272576170d43b46892d2761,43.25875372772543,-79.92979913949966,sanders at binkley,10
0688d3f9058eef55341330755b661c61,43.2518522355378,-79.9354198942367,whitney at lower horning,12
0bf21f162a6d07a198f581d9993b28bf,43.26181945279216,-79.86674308776855,james north at mulberry,19
0941a8cf2073bf2c25c874ee9caf762f,43.25940517059312,-79.89262372255325,frid at main,10
a6ddd4ae5ba3af0edfa38b589f9d884c,43.256316859398744,-79.86866354942322,gore park,15
ae7ac15e55165e3cb5978b0bf082e779,43.2494985579078,-79.859726111821,stinson at west,12
6f4ab4aa1f8204cfd599a3d3c49b73fd,43.254154362311304,-79.85582381486893,king william at victoria,10
3d77891b65e6ced980cc683365a7b4cf,43.25199038416551,-79.84910354018211,wentworth at king,10
5ea66dfb7598a1a4659227f1a4698ba5,43.2559617394464,-79.8475054418754,cannon at wentworth - 96,8
352176e326772dbde256ff59c7e12df3,43.2523698048509,-79.86883386969566,haymarket at hughson,12
768268c35a08c86dc7a819108035253f,43.272362258983364,-79.86627101898192,bay at macaulay,11
eb652fc9347b78dbffc1e843889d9617,43.2554850097816,-79.9298771288198,rifle range at rail trail,16
9a4ae5211ff86fec59b59975ee988554,43.25672417073905,-79.88822355870525,hill street park,9
bc184bae79ba5aec60f516aecd25bdde,43.2475653052787,-79.8180502653122,cannon at ottawa,10
fe1507c344d73062f43e013bdd6139a3,43.25911119199103,-79.86361294984816,seedworks,7
e322c48bdbc2e5ad2e49c7296e26c237,43.24344818701565,-79.83040988445282,gage park,24
c080ee1bfa65cf18eb5b5d75c07f3b8e,43.2480454302898,-79.8495236914621,delaware at myrtle,12
24293855f2bcc6f090accfa582724fb9,43.245150946389735,-79.83708053827286,maplewood at springer,10
7b70b7a710103141733a20c8576088a7,43.25504613306136,-79.84128892421722,cannon at birch (powell park),12
dcef5763f35983322b325eff54e9b11c,43.2533992835566,-79.8374917817979,cannon at sherman,8
23a3650f250f263f047262bad48f9644,43.25901059433612,-79.86919194459914,york at macnab,2
fcad722feba55f60aa8ef94f271d32bc,43.26462232214244,-79.91868138313293,mcmaster stadium,11
daa810a9a7ab64f657cbaa10b53791f9,43.252910500996364,-79.82217215001583,barton and belview - eri05,9
75d70510a6ba5e0d9559620b06d7619f,43.25147804372769,-79.81602117419243,barton at ottawa - eri06,5
151be2bf06833b79e5c91f2f3b11cc30,43.25519606248058,-79.86437804996967,king at mary,7
188b072a8eb403dc6a462878fc7211c4,43.24333095563425,-79.84050840139389,cumberland at blake ,6
dfaa61d3929e4c18b049cce2086faa26,43.24814116192469,-79.84201848506926,main at eastbourne,12
25e0a23ac089f5c5d951f4b5f26cf224,43.2480282225403,-79.8550984051804,stinson at blythe,10
54ebd23b9e946b9644567796823f84ce,43.24487936776345,-79.85186353325844,wentworth stairs,12
13e403b7b912d5c16f24a962a0dbf8f5,43.2551792486624,-79.8614431097373,ferguson at king william,10
bd95d2facb7bec4fd6c7c8928c941fb0,43.2587508364231,-79.8598228455297,ferguson at cannon,10
93546ca33ce7f41d06721fc2dac2781c,43.26124519046125,-79.853318631649,victoria at barton,9
4ec1cb16631106bd6374b5e61f694997,43.26534015820083,-79.84364993870258,mars at wentworth - eri01,9
2c606a0f03e6e18f7c8684578b678158,43.25632467316046,-79.83628392219543,sherman at barton - eri02,9
bae67560f54ae320890f86793feab2d8,43.2552894386678,-79.83144521713257,barton at lottridge - eri03,8
5e74f539b1fb571988571329de31f701,43.2492552510953,-79.8641461491451,corktown park,12
f144a0bfeea43251601ea8efa4b701d2,43.251798383773966,-79.86318781971931,hunter at ferguson,10
3ab949422c920dc79e8d0ea8285b4a37,43.26471509784132,-79.91574570536613,athletic centre bike racks,20
68f2383d1d34f444f2ef3316e45a5213,43.25281814686537,-79.86008584499359,main and wellington,6
c512b0e491d052fc9310f9c8be815f64,43.26274333966465,-79.91714715957642,mcmaster student centre,30
14c32cb0c4d26dae668d1d678a26faea,43.25851444036409,-79.87894982099533,george street,11
c824ff91faa08b19bccf9c3b319d72b4,43.2701169222876,-79.861626657542,hughson at picton,12
5088fc5d00df487772ad583eb8e624e3,43.27606684636728,-79.86029773950577,discovery drive,24
2c203c07422c6b0dfe9e68116024c731,43.2495181157076,-79.9234422627427,ainslie at emerson,12
65872d259b31afa6bb291e400fc341ed,43.2496648107707,-79.8677950761702,catharine at young,12
2228951df269e1d040aa50f80fa9273a,43.25586951986928,-79.87145036458969,main at macnab,12
1afd7103a60b1e2bb5e0379e8f800b1d,43.271621271914,-79.856711442486,eastwood arena,13
653bff9f015f88cae68325be472e66ed,43.2543192007999,-79.8733946157064,hunter at park,10
f21694c5cfd4706f5de302501e25eff7,43.2526283084979,-79.899692892407,aberdeen at studholme,13
e9ee34d7278cd4fa2d45075b69e268e6,43.262056982995,-79.8582423171631,ferguson at barton,9
1776c0041555f53313a211a978b2d3a9,43.266617945064255,-79.85489845275879,ferrie at furguson,7
696ab18067b721e64c19bdb6b88f3616,43.248928499066146,-79.82342541217804,belview at cannon - eri12,9
896848902df81ae7fbfae1ae9d5d7731,43.25191559879094,-79.85307991504669,tisdale at main,10
05fffdca01b4d886a823b025b6a04080,43.24216273334376,-79.8250025510788,maple at rothsay - eri08,8
84c14c7002abf4ab9edea8287a7996ac,43.25812181171754,-79.8793575167656,queen at george,6
0265404843dccbf9378ce9d56a570914,43.251632328780424,-79.86898005008698,augusta at john,10
495b82d6d2d3251eaa6efe8c7e9ff3fc,43.2444465978823,-79.81923043727875,ottawa at dunsmure - eri07,9
cd2f767734dc0fef34dfd12277744d69,43.26558132306987,-79.94965553283691,cootes at york and king,15
6413564feab2f443261e9bb41fefc19a,43.25971184443275,-79.86767515540123,james at vine,12
2c40c2c8f305bbdb55924286ef60a65e,43.25332704523968,-79.886634349823,charlton at locke,10
136db3855339c99b874db87c997d2f46,43.252499716928924,-79.88658607006073,locke at herkimer,5
306cc88fcd5431a91806cc41757fb0c7,43.2569048421661,-79.86643463373184,king william at hughson,5
19f78245a8a7b0f415f83078efc45d26,43.25893246012055,-79.8449581861496,barton at wentworth,10
672fa210a6d49cef4ada2f6cf610c352,43.25200741706332,-79.88158643245697,charlton at queen,10
bd18a5dc315913736a39a7a08144ce2f,43.25163037518954,-79.87135380506516,duke at james,5
403cb92786f78feaeb7e07d11d225d28,43.25891916811838,-79.86106485128403,beasley park,8
c04d5fe44a7f100d1e87b3b7960ddc59,43.25652795268133,-79.86623145639896,john near king,7
0a044af8a55dabe96d0c48f86d744b2c,43.256556155396176,-79.88510146737099,locke at hunter,10
151f2c238f193db179e8274b48aefa8f,43.25124627968789,-79.83547054231167,king at barnesdale,6
60f1ff4162316df19c3fb9fbe498c62d,43.2513467527978,-79.83823858201504,king at sherman,7
826039584ca9b60fd398e14cffdb03f9,43.251884127702,-79.84635829925537,king at sanford,8
e4a63afc4502edf7569be3840617d71d,43.25906138152248,-79.87338691949844,bay at york,22
37616366e445ace57088416e86786a61,43.25693469264953,-79.86957684159279,jackson square,10
81b2226a10ac65551fe73c9eedd02379,43.25646071175471,-79.84998129308224,cannon at steven,10
367f5ac4d324e57f25a59c0b3de3bd25,43.27260051521549,-79.86689731478691,pier 4,29
89702be3edbe08f156bd7b3036f464d4,43.25400491861888,-79.86223563551903,ferguson at king,9
397f2fea38d84b76656239ab6db8e407,43.24978615747242,-79.87574994564056,durand park,14
ef756a7aa90c86940a92ba796032150e,43.25729552525069,-79.85334813594818,cannon at east,9
4811838834c4e081dc82a8b015ae923a,43.265938747249415,-79.86042380332947,strachan at mary,9
209f28b67a835d95696b6166209907fb,43.26624929442286,-79.86611008644103,west harbour go station,12
a4efe67161d2b1ff1b28bd18c17f5196,43.27365898786445,-79.86182928085327,james at guise,9
526a984471e6dbeb0a5037ede184360f,43.289479198281,-79.89169299602507,rbg rock garden,14
55c7dd2953d457e587c7c9d092bf1cb2,43.27528883070137,-79.85690742731094,pier 8,15
4b4ce0df11a6f9cf3fc6e04e94c78828,43.25831920066756,-79.84240606427193,westinghouse at barton - eri13,11
88b4283638e2beb669e4fe1bee89c2f6,43.2637774120007,-79.8660421593136,james at colbourne,13
8b7317cc71a48fcac26a3ebcd4da7f25,43.25960441109783,-79.90210264921188,main at longwood,9
b745b74c5f9f41debda6ab80a7d9d2ac,43.26000777328068,-79.7663875669241,van wagners,8
01e9e28a91a2241eaf86c6bb445716d3,43.2573917915248,-79.86790180206299,king william at james,5
